C0,24,35,52,4,39,8D,F5,44,CC,4,59,12,C3,48,10,30,4D,8E,22,31,90,23,35,52,B4,34,93,D4,0,0,0,15,E5,54,90,33,25,91,52,3D,93,14,49,D5,23,41,95,14,51,E,54,45,93,64,41,E,B4,44,CE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,4,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,20,0,0,0,0,0,0,40,13,45,D3,43,3D,49,E3,48,CC,4,55,11,C4,38,12,E0,1C,91,24,41,10,66,2D,90,F4,3C,15,C4,0,0,0,D4,63,58,91,63,39,50,E3,58,57,25,61,D5,A4,50,CC,3,1D,11,D3,54,8E,C3,48,90,16,4D,CE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4,51,11,74,41,D2,14,41,8F,E4,44,D0,15,39,17,30,51,90,65,59,D4,33,51,DA,B3,49,92,24,1,0,0,40,3,59,E,44,55,D0,B4,20,12,4,51,1B,65,45,92,14,41,10,E5,38,E,54,3D,5A,14,45,D,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C0,B5,3C,10,15,49,52,34,45,11,43,39,4E,13,45,11,0,21,10,24,41,D4,73,31,C,45,35,54,E3,0,0,0,8E,2,49,E,23,3D,13,C4,44,10,45,31,52,53,45,52,43,3D,51,84,2C,8D,35,2D,CB,C3,38,4B,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,34,5D,8F,3,41,93,13,41,10,26,45,D0,23,4D,18,0,51,14,54,39,52,4,31,50,D5,54,15,10,1,0,0,92,E0,5C,90,35,59,8E,F4,3C,11,E4,38,D2,E3,4C,D2,F1,44,11,F5,40,E,34,29,8E,F3,4C,11,4,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F4,40,55,53,45,4C,12,41,D0,40,39,52,C3,48,10,0,45,10,54,40,8C,D3,3C,50,24,39,50,A4,0,0,0,50,3,45,93,34,55,14,25,41,13,4,54,91,93,41,4E,4,41,90,F3,40,CE,13,35,52,3,31,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,F3,3C,8B,4,39,C8,F2,38,D0,D3,34,D0,22,31,11,20,45,42,D4,38,53,F4,40,95,C3,54,8D,C3,0,0,0,13,4,4D,98,14,45,4D,15,51,D4,14,45,12,D4,50,D4,13,4D,D5,2,39,4E,F3,40,51,14,1,CE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,34,4D,50,24,41,17,3,41,90,13,51,50,14,49,F,E0,40,91,C4,48,90,3,45,13,45,55,45,4,1,0,0,11,4,45,94,35,39,13,F4,38,15,5,49,11,5,41,53,33,51,12,45,2D,8,F4,34,E,4,45,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,F3,48,92,64,35,D1,D3,38,4D,A4,40,D5,14,39,12,E0,41,91,63,59,8C,D3,40,D5,D4,2C,12,B4,0,0,0,12,43,59,8C,43,3D,E,15,41,91,14,3D,D0,2,45,90,F4,48,10,F4,44,11,3,39,8F,63,45,CE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,13,59,CF,34,39,E,24,41,8E,24,55,91,E4,58,11,10,41,4D,4,49,CF,82,45,50,15,41,55,63,1,0,0,94,43,3D,96,44,45,96,4,41,4A,14,59,10,64,51,CF,34,61,D2,3,4D,CC,D3,34,8B,24,49,D6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,E6,38,D5,43,49,15,D4,3C,4A,75,41,15,65,39,15,30,49,14,14,31,4E,4,55,50,D6,44,D4,24,1,0,0,14,4,45,14,34,35,16,54,59,50,24,45,12,55,49,14,44,41,96,53,49,94,15,61,51,25,49,10,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D2,23,65,CB,14,49,CC,62,41,8C,33,49,53,25,45,13,20,39,4E,D4,2C,92,33,39,CD,13,5D,13,C4,0,0,0,D5,D4,48,94,33,61,52,14,5D,91,44,35,55,C4,58,4B,53,15,14,25,41,E,14,41,D,34,41,93,2,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,5,45,8A,35,39,8D,43,29,CE,14,55,F,26,49,E,10,45,95,D5,54,E,4,35,5A,34,5D,90,54,1,0,0,2,94,45,10,45,35,8F,45,51,E,26,45,91,54,4D,8D,44,45,D5,83,4D,4E,55,39,91,14,4D,8D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6C,0,0,0,0,0,0,C0,0,0,0,0,0,0,0,4,5,31,10,44,35,8F,3,45,4F,24,51,C0,C3,5C,14,0,39,2,25,41,51,4,39,10,43,41,53,45,1,0,0,97,14,61,8D,13,2D,50,F5,40,D5,F2,24,8D,F3,38,C,F5,34,10,22,41,12,A3,30,4D,23,4D,E,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,4,3D,8C,F5,3C,D2,E4,60,4A,3,3D,C,E5,40,13,0,49,14,A4,4D,D4,33,4D,E,4,49,94,14,1,0,0,4D,3,45,52,15,3D,54,34,51,53,F4,3C,A,4,39,8D,41,69,53,45,45,52,D4,34,11,23,45,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C6,5,39,D4,25,55,55,B4,24,94,65,4D,90,55,51,15,40,51,93,73,4D,8A,25,49,10,F4,30,54,5,1,0,0,D6,84,51,10,45,4D,91,84,49,13,55,49,11,34,49,10,14,41,4E,E3,50,CD,C4,41,92,53,1,8E,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,24,49,50,44,39,92,4,41,CE,43,4D,D0,33,51,11,0,51,98,53,49,13,E4,44,52,72,40,14,4,0,0,0,4E,55,3D,D0,4,49,10,44,41,50,75,40,D1,72,55,8E,43,49,E,73,2D,4C,D4,2C,89,E4,4C,54,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,15,31,98,33,31,94,22,41,E,54,45,14,6,55,12,30,59,55,54,41,10,4,3D,91,54,4D,93,4,1,0,0,91,44,49,C,C4,3C,12,74,49,CF,55,34,10,F5,50,92,13,49,57,24,4D,8D,E3,50,11,E4,30,D3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,C4,44,CE,4,4D,4E,E4,48,13,53,41,91,63,41,D,0,39,50,5,55,8D,23,45,14,A4,48,8A,E3,0,0,0,D3,34,45,14,14,49,91,94,50,52,15,51,17,25,61,52,6,35,91,B3,49,8E,C2,34,50,24,55,54,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13,0,0,C0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,39,CC,4,2D,50,D3,3C,10,3,39,10,D3,38,F,E0,34,52,36,39,90,24,31,12,B5,60,91,A3,0,0,0,90,D3,40,11,24,45,92,E4,54,51,24,51,95,D3,40,D0,14,39,4,20,3D,9,D5,40,CE,D4,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,C0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,25,2D,17,55,51,54,14,35,90,14,35,96,24,69,13,D0,4C,D4,D4,38,93,4,35,50,4,3D,17,D5,0,0,0,92,F4,5C,1A,24,41,15,F5,40,93,34,3D,E,43,41,50,14,45,12,4,45,CE,23,69,11,F4,44,D1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,F5,24,56,54,45,10,23,39,55,14,3D,0,35,3D,13,0,45,94,E4,4C,10,44,31,98,3,55,9,E4,0,0,0,14,D5,54,10,34,39,94,E4,48,51,23,5D,90,73,3D,51,4,41,D1,F4,40,F,33,35,51,C3,54,92,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4,35,11,44,45,94,63,59,50,33,2D,D6,2,4D,13,20,45,1C,E4,54,92,43,4D,D6,23,55,95,63,0,0,0,90,16,59,90,42,51,D2,23,59,D1,15,45,50,74,41,94,24,45,91,3,4D,D2,13,25,50,4,49,4E,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C0,44,3D,8E,13,45,10,24,55,D,24,49,10,54,35,10,F0,40,14,C5,3C,4E,F4,40,12,C4,40,15,4,1,0,0,12,D5,40,94,34,35,90,F5,50,11,25,55,52,3,49,91,24,59,4E,3,49,16,F4,3C,17,C4,45,90,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,45,39,CE,23,45,9,42,49,93,4,59,D0,53,4D,12,30,2D,10,14,55,D0,4,45,10,B4,38,94,C4,0,0,0,16,E4,44,D3,33,2D,16,45,2D,90,E4,44,18,4,39,E,33,61,92,F3,48,4E,C2,38,D4,F4,54,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,6C,0,0,0,0,20,0,0,0,0,0,0,0,0,0,C0,E4,50,4D,33,41,D,24,31,4E,3,49,15,13,4D,15,10,45,98,4,41,F,34,40,12,E5,48,50,15,1,0,0,93,4,51,51,94,41,91,15,49,D3,14,45,12,33,9,8D,33,45,7,4,41,D2,44,41,CD,B1,40,4F,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,13,39,D7,42,59,8F,2,45,8A,22,41,15,D5,44,15,40,49,93,A2,38,4D,D3,38,8E,65,41,53,D3,0,0,0,8F,14,41,91,D4,30,8E,5,3D,16,E3,4C,10,25,45,8D,C5,44,D7,23,41,4E,E3,30,8D,63,24,8B,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,40,4E,25,31,8D,F4,48,14,13,4C,17,34,41,13,40,39,D,34,31,90,B3,50,13,F3,50,90,E4,0,0,0,8E,14,61,D7,5,3D,12,45,2D,D3,D4,4C,50,14,3D,51,4,55,12,5,41,12,F2,3C,E,4,41,5A,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
