0,0,0,0,0,0,C0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,13,35,98,53,49,4A,4,35,15,C4,58,D4,66,58,27,4,25,8E,43,55,A,35,2D,4E,33,39,8F,43,1,0,0,4E,74,45,90,F5,38,90,3,3D,13,B5,4C,D2,3,41,E,4,49,E,E4,60,4F,4,45,E,84,45,B,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,F5,38,91,B2,34,D0,23,4D,C,15,35,10,6,4D,8B,F3,40,8A,73,38,CD,2,39,C,14,41,11,E3,0,0,0,56,54,1,15,4,51,D4,4,49,8F,26,45,11,14,41,48,F4,58,52,53,51,E,24,41,8E,32,45,11,4,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,2,60,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,B2,48,52,13,1,8B,D4,50,8E,E2,54,94,D3,28,4E,E5,5C,C,4,45,8C,13,55,4D,23,39,52,24,1,0,0,92,63,4D,CB,F6,34,CE,C3,40,53,4,45,49,3,39,8B,F3,54,CD,D3,30,C,22,31,7,33,45,52,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,23,55,8D,23,45,12,14,2D,54,33,69,90,3,51,4E,D3,44,90,40,1,D1,E4,38,E,4,44,D1,13,1,0,0,D9,24,3D,8F,25,41,8D,73,45,CE,D3,28,D0,C3,38,15,3,39,14,C4,44,11,C4,54,90,24,3D,14,4,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,D3,40,55,93,1,C,74,49,D1,12,49,94,4,49,8D,D5,28,D,33,51,4E,14,40,92,E3,34,11,E4,0,0,0,90,E3,38,97,C4,30,CB,F4,58,93,53,29,CE,3,49,90,43,45,4B,24,41,D,F5,44,D2,64,39,50,3,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C9,52,35,51,F3,3C,11,24,39,D8,E4,30,13,5,29,40,E3,3C,4D,A4,48,C,C5,44,12,24,41,4E,73,1,0,0,8A,22,45,55,4,45,91,13,39,E,4,51,90,E4,38,CE,10,49,8E,3,3D,D0,C3,40,90,E4,34,CE,2,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,F3,38,94,33,49,8D,4,49,16,84,41,10,D6,54,12,97,39,91,33,49,D4,E2,4C,0,25,55,51,24,1,0,0,8E,43,41,94,24,51,57,34,2D,50,5,39,53,23,45,12,65,49,4E,35,39,90,3,51,4F,5,49,D5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,41,D6,34,39,90,E3,40,16,33,41,8C,4,5D,8E,E2,3C,53,12,39,CD,F3,44,E,24,41,90,63,1,0,0,14,F5,34,10,5,31,8C,72,2D,A,23,35,E,E3,40,52,C4,38,C,C4,2C,E,B3,54,51,D4,44,51,0,0,0,0,
0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4C,14,29,12,76,1,8F,84,39,52,83,49,DA,84,50,13,35,49,4A,63,39,11,D4,40,91,D3,50,91,F5,0,0,0,1D,14,4D,90,E4,2C,90,E3,30,D0,52,39,CE,24,39,13,E4,44,17,64,29,4E,35,40,8C,D4,58,4E,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,40,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,E2,2C,14,2,45,E,33,3D,D0,13,49,94,23,49,A,E4,58,8A,4,49,91,82,75,E,54,39,4E,64,0,0,0,90,64,3D,CA,45,39,D,A4,44,11,E6,4C,90,3,41,94,E4,44,C,C3,2C,A,14,49,50,E4,48,8D,4,0,0,0,
C0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,43,49,CE,D4,40,58,D4,30,93,3,39,13,4,45,CE,D4,30,52,15,1,4D,F4,48,8A,F3,48,E,C4,0,0,0,10,23,2D,C,D5,2C,CE,C5,68,55,F3,28,C8,33,29,50,D4,44,D2,E3,3C,17,25,3D,CE,3,35,8B,1,0,0,0,0,0,8,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,26,41,CE,3,1,14,34,45,14,E4,50,92,E4,38,F,54,49,91,14,1,53,E4,38,D0,E4,30,D0,D4,0,0,0,F,E5,2C,13,4,25,80,F3,40,D,E4,50,53,45,59,8D,5,49,55,35,35,D,14,45,D0,F3,64,D,4,0,0,0,
0,0,0,40,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,60,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C0,3,49,50,E5,40,D3,23,49,4E,13,5D,55,16,31,53,44,35,CD,2,49,4A,A3,34,D,24,41,D2,C3,0,0,0,12,84,39,4E,16,45,8D,4,41,57,5,41,DB,6,4D,15,E5,50,D2,14,35,10,14,49,94,36,51,D2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,2,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,3D,95,C3,0,F,54,41,8E,65,69,D8,14,51,4A,43,49,F,14,25,10,5,41,50,63,3D,F,24,1,0,0,10,34,35,8E,F3,38,11,C4,64,C,13,19,12,E5,48,96,F3,38,53,B3,30,B,94,30,15,94,34,8B,2,0,0,0,
0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,F3,40,17,25,41,F,74,31,51,45,39,11,84,5D,94,33,41,D3,24,45,4E,4,59,B,34,3D,CA,94,1,0,0,48,14,41,D8,10,45,F,E4,50,98,E3,48,D0,F4,48,20,15,51,10,D4,38,B,E4,54,8D,74,41,C,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,40,0,0,0,0,0,40,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,C7,C4,5C,15,C3,38,B,63,31,D6,55,49,93,D3,34,90,F3,34,8E,63,39,8E,D3,38,E,C3,4C,10,E3,0,0,0,14,54,31,12,4,41,D3,33,4D,D1,E3,54,8F,F2,34,CF,F4,40,A,4,5D,92,D5,38,12,34,41,4D,2,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,80,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,49,4D,F5,40,D0,64,41,CF,E4,4C,54,15,4D,10,55,35,85,D3,50,11,64,35,92,43,31,8D,D3,0,0,0,F,24,65,50,13,49,93,43,39,51,23,3D,91,13,4D,8E,D3,38,C,C4,28,E,23,55,D0,62,45,52,2,0,0,0,80,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,C0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,80,13,3D,51,75,4D,91,3,41,52,5,55,90,C5,4C,8F,44,51,90,14,45,D1,94,4C,CF,44,3D,95,23,1,0,0,8E,E5,44,8E,13,45,94,12,49,D7,14,79,D,45,35,51,C4,50,10,0,49,8E,E4,60,D0,4,4D,90,3,0,0,0,
0,0,0,0,0,0,0,0,0,0,20,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,11,B4,58,50,E3,20,D2,A3,38,50,83,39,D1,15,51,8D,24,35,92,E6,48,D3,85,41,4B,3,41,D3,E3,0,0,0,90,24,39,4C,D6,70,E,C3,3C,12,62,41,8F,E3,3C,CF,3,75,8E,E4,38,E,B4,34,CE,23,2D,4F,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,D2,44,C8,33,35,8F,14,49,12,54,69,54,4,4D,E,4,39,4F,4,35,91,C5,70,E,D4,41,92,3,1,0,0,17,E4,48,92,25,39,96,15,29,4F,43,5D,10,C3,50,10,54,49,13,25,4D,9,C4,44,14,23,35,50,3,0,0,0,
